Claim ID,Claim Description,Date of Claim,Claim Amount,Policyholder ID,Vehicle Make/Model,Adjuster Notes,Claim Location,Previous Claims Count,Fraudulent
62054cb0-36b7-480a-b37a-1b6be90534a3,Photos do not match accident report,9/8/24,8556.72,62930,Nissan Altima,However food Congress officer.,Underwoodbury,1,1
c6661d65-cdfa-4995-827a-f26bfc798780,Windshield cracked on highway,4/24/25,2094.02,86421,Hyundai Elantra,Well marriage support better miss manager.,North Daniel,2,0
5768106c-d6bb-4dae-9275-7e373c8dc13a,Rear-ended at traffic light,4/8/25,2108.23,21154,Chevrolet Malibu,Form certain serious subject.,South Jon,0,0
f0389776-1fa9-4130-8442-d8ffe47f974e,Minor fender bender in parking lot,3/31/25,3882.49,46595,Nissan Altima,Language wait computer run.,Carterfurt,2,0
6cf22400-9759-4015-8d53-9a66c666cf4e,Windshield cracked on highway,1/5/25,2594.7,37331,BMW 3 Series,Professor beat available produce develop thank lot.,Melissaside,1,0
4dff44cc-202f-410c-af03-1383ed5bd5f1,Tire blowout on freeway,11/15/24,4421.43,43227,Nissan Altima,Believe report country reduce.,Port Seanstad,1,0
baaa3604-bfe8-49de-82f9-af803c527812,Tire blowout on freeway,5/21/25,629.62,67900,Kia Sorento,Out form from leave.,Jamesland,1,0
7502adf1-5c19-4fee-85db-828f6ad2ca69,Rear-ended at traffic light,11/1/24,3024.08,29496,Kia Sorento,Student decision describe meet.,Brendaberg,2,0
ac5a2d30-a342-43cb-abf9-6623950c8f1c,Exaggerated injury report,11/21/24,5782.12,84871,Honda Civic,Half positive catch market will person manager.,Johnsonland,0,1
fb9c64a7-9d99-4d6b-a46b-fd269a8f4d71,Windshield cracked on highway,8/14/24,4715.63,21271,Nissan Altima,Allow read soon writer.,West Vanessachester,1,0
53fe81c3-6075-4cb1-b40e-88d34f8c7edf,Rear-ended at traffic light,4/12/25,2268.91,52029,Honda Civic,Among meet sit feel most culture.,Murphyfurt,0,0
498b44d3-faf9-4886-bf95-032034b15b3a,Tire blowout on freeway,6/29/25,3605.73,97623,Ford F-150,Truth during success former reality less.,Lake Caitlin,1,0
6dac9ee7-4604-4d10-9a9e-ef16924aa96a,Minor fender bender in parking lot,9/18/24,3718.47,81089,Nissan Altima,Smile though themselves majority sea.,North Paul,0,0
f6d062fc-e9a3-4925-8b5f-8d195d00ed90,Tire blowout on freeway,4/18/25,3500.49,50717,Chevrolet Malibu,Page example plant term part certainly pattern everything.,Marybury,0,0
bd2875f6-f4e9-4262-94f9-356dbd24a0a2,Minor fender bender in parking lot,9/5/24,2595.19,58041,Chevrolet Malibu,Information suddenly prevent threat boy rock.,Westland,1,0
4454631b-b5e9-4c53-8274-e59240acb80a,Minor fender bender in parking lot,7/22/25,1531.85,53123,Kia Sorento,Across baby feeling.,Patriciaview,2,0
69dbc7cf-015f-46d5-ba4b-f69c84154cdf,Side mirror damaged while parked,9/6/24,551.67,99077,Nissan Altima,Civil whatever four read from.,Lake Jonburgh,0,0
d3abaf18-e3bc-4cdf-a395-d954279ebc10,Rear-ended at traffic light,12/21/24,3421.45,74329,Honda Civic,Without recent option represent learn.,West Jesse,2,0
69abbe00-0a9d-48a2-8ffa-f717f86a3d4f,Side mirror damaged while parked,8/10/24,3270.8,77584,Nissan Altima,Side note power case through sing.,North Ericstad,1,0
93e14688-2ae3-40a1-88d5-fd1869ad3a34,Rear-ended at traffic light,6/25/25,6965.36,69451,Toyota Camry,Heart company season not.,Hollyland,2,0
16fa393c-329d-4bec-9e62-dd51f483de06,Exaggerated injury report,6/2/25,6814.29,93544,Ford F-150,Send magazine international.,Jessicaberg,1,1
5a202177-1a51-42e1-911b-86ebaf2e03bb,Minor fender bender in parking lot,10/1/24,3707.2,37005,Ford F-150,How brother sense follow up entire work.,Turnerside,3,0
5a8164b4-591a-43f7-9e13-b0859e02b021,Side mirror damaged while parked,12/22/24,3083.59,21899,Kia Sorento,Finally particular range story.,East Robertmouth,1,0
52135c4f-b6f6-40a6-ac1a-99c791ebda6e,Side mirror damaged while parked,4/3/25,4641.29,51066,Kia Sorento,Industry reflect note.,Jessicafort,0,0
b2caf21f-7f33-47ca-ac98-c5e3bf40cf21,Rear-ended at traffic light,2/18/25,4278.37,15700,Honda Civic,Well gas draw true class.,Lake Charles,1,0
3b08a706-1799-4ac9-92b0-0015ce233d6a,Rear-ended at traffic light,8/26/24,200,65922,Ford F-150,New conference also everything.,West Jack,1,0
d271b403-151d-4754-bfd9-d0df7a01da2e,Tire blowout on freeway,2/13/25,1311.87,29091,Toyota Camry,These goal hope six indicate crime case.,Macdonaldton,0,0
9de827ae-11e5-4d3f-a5db-18eb934c8029,Minor fender bender in parking lot,9/30/24,2776.44,64018,Volkswagen Jetta,Mouth month drug seem find kid attack.,North Benjamin,2,0
ba7ccdce-655a-461c-aaa8-f93f197bbfd7,Tire blowout on freeway,6/3/25,1474.21,76840,Ford F-150,Behind ask teacher management behind live reflect.,Julieshire,1,0
c1dfcf1b-f2a6-4c3a-91b7-246b101c1ea0,Side mirror damaged while parked,11/2/24,3775,24979,Ford F-150,Visit certain marriage state think art.,Lake Christopher,0,0
cf9edd9a-2440-44d7-88e9-3da387484af0,Claim for previous damage,12/16/24,11860.04,69318,Nissan Altima,Good much full soldier toward though enjoy.,Morrisville,0,1
7daa4143-b5d0-4d74-9ca1-780d51536803,Minor fender bender in parking lot,7/25/24,3088.83,85563,Toyota Camry,Response mention material.,Mistyton,0,0
7aeec3cb-b459-4391-9c71-0f3a837ea8af,Minor fender bender in parking lot,11/16/24,2139.51,85041,Chevrolet Malibu,Rich necessary and.,South Jonathon,0,0
041b4ca7-d508-4cb7-a31d-e1005f795c62,Windshield cracked on highway,2/19/25,2179.71,28491,Honda Civic,Pm none bar her age individual.,Adamsburgh,1,0
a2c301fe-937c-4f7a-9a14-94a6dde713a5,Minor fender bender in parking lot,9/4/24,5082.87,48581,Kia Sorento,Truth agency rest study outside direction quite I.,Scottville,1,0
0bc78272-86dd-4914-bb06-8ef25e955c98,Side mirror damaged while parked,2/24/25,200,82128,Volkswagen Jetta,Page suddenly situation where federal worker contain.,West Christine,0,0
bdee801c-4fd2-482e-8cbb-8ae3791217a6,Windshield cracked on highway,11/14/24,888.73,97069,Chevrolet Malibu,These create bill east contain guess meet.,East Melissa,1,0
b5371ac9-c966-42b3-b1e2-ee248381b7fe,Windshield cracked on highway,3/11/25,1833.27,63255,Ford F-150,Line since short check general difference.,East Courtney,0,0
29d49a8e-2438-4d68-914c-111ed31c4c4e,Side mirror damaged while parked,5/24/25,2866.17,95502,Toyota Camry,Three similar seem allow full cultural build.,East Melissa,0,0
fba85c85-e52e-4822-b480-e2feafeab910,Windshield cracked on highway,1/31/25,3044.98,25627,Hyundai Elantra,Particular will finally rich.,New Joshuatown,1,0
4482f58f-e26b-4211-b550-29698c08a7e2,Side mirror damaged while parked,3/27/25,2213.22,95090,Chevrolet Malibu,President short office art either.,Blackburnhaven,1,0
f8d4ec19-30b2-4120-bd96-224b4afde2ab,Minor fender bender in parking lot,5/12/25,3734.06,43381,Ford F-150,List machine still talk now.,Lake Jimchester,0,0
7424f85b-6eda-4a8f-860e-e1cb61a15494,Rear-ended at traffic light,8/25/24,3351.98,79617,Subaru Outback,And get if sense year.,Port Andrea,1,0
cca53a4e-5459-4d1c-9458-d9e3710a3692,Rear-ended at traffic light,7/19/25,3379.13,85502,BMW 3 Series,Network reality discussion today decide.,Mcknightton,0,0
651fc011-3622-40ac-af7e-f405b4cca1ea,Windshield cracked on highway,1/15/25,3489.2,60359,Chevrolet Malibu,Billion nation husband people work.,East Terriborough,2,0
6c4db73b-cb11-4339-8603-9e28738c557a,Side mirror damaged while parked,1/14/25,1123.33,12483,Hyundai Elantra,War prevent our line value.,Greenborough,0,0
4900a13c-71aa-4fb0-b53c-281c1ace09de,Minor fender bender in parking lot,8/27/24,665.06,97059,Chevrolet Malibu,Theory nation letter car wait daughter inside specific.,New John,1,0
822558c9-b941-4a0e-bdfd-d91c5d1eb5a8,Windshield cracked on highway,7/7/25,3909.01,59822,Toyota Camry,Knowledge play statement drug.,East Jefferyview,1,0
cc41e2c8-9710-4007-9f58-98561e75c141,Vehicle not at the scene,1/5/25,7182.62,61592,Subaru Outback,Thing foreign let sister.,New Stephanieton,3,1
3aa64c82-d8fd-4215-8ecb-77dac1da22bc,Minor fender bender in parking lot,9/15/24,3598.7,42087,Nissan Altima,Concern article skill.,North Sierra,0,0
9ff888e9-3694-4391-b4bf-e1e4038e8dfa,Rear-ended at traffic light,7/28/24,6232.86,98364,Nissan Altima,Career address economic before girl attack.,East Katherine,0,0
c5c81abb-4b15-4b3d-9533-c9ff31166d4b,Minor fender bender in parking lot,3/24/25,4008.39,20208,Kia Sorento,Heavy act site everybody.,Hannachester,3,0
d730a316-2d6c-4beb-81e0-64a709f4a717,Side mirror damaged while parked,10/1/24,3293.77,97513,Kia Sorento,Theory message deep.,West Ashley,0,0
182d4d21-469f-4190-9c6a-fc4a84ac16c3,Minor fender bender in parking lot,10/31/24,1532.44,84486,Toyota Camry,East present recently hold must development control hair.,Jonestown,2,0
1b214c88-28c6-4697-add2-13d1268c5586,Rear-ended at traffic light,6/19/25,3384.04,81369,Nissan Altima,Perform everybody public both better.,Jamesstad,2,0
c9b745cb-8e27-42bb-aac7-14f03d2eeec6,Vehicle not at the scene,6/1/25,9474.04,15839,Volkswagen Jetta,Along clear million traditional note stage throw.,North Mallory,1,1
5c57f582-f58d-48a9-924f-02fead6880de,Minor fender bender in parking lot,7/4/25,2477.98,33257,Toyota Camry,Section own tough ever kind summer dark.,Braunton,1,0
ac727758-91b7-4aea-9dea-5c49664edcc6,Rear-ended at traffic light,9/7/24,3297.84,53107,Volkswagen Jetta,Fight national condition reality.,Jaychester,0,0
2282d11b-f905-4f06-9a1e-77fd848d17a2,Side mirror damaged while parked,11/6/24,1536.19,44285,Hyundai Elantra,Food body science inside such.,Port Benjaminburgh,1,0
730074e9-5548-43e7-9fa9-65303164dfcf,Minor fender bender in parking lot,3/12/25,4580.46,13422,Subaru Outback,Well cover beyond particular PM so.,Patrickstad,2,0
be061134-da7d-4b4e-b5da-3c3b60741d1f,Tire blowout on freeway,3/26/25,3911.35,46358,Kia Sorento,College only save citizen collection former service.,Port Robert,0,0
f659e4b5-0e7c-457c-bff7-cf6c122626de,Rear-ended at traffic light,1/31/25,721.23,36020,Subaru Outback,Generation floor power their lead team certain.,East Jimton,1,0
8c571162-ecd2-4861-9dd9-d29b3db93bc0,Tire blowout on freeway,4/3/25,2947.52,61235,Chevrolet Malibu,Commercial mention organization movement decide something.,Ricardobury,1,0
014be7ad-ddcf-43ec-9fef-2bbf5ebd1c9d,Minor fender bender in parking lot,11/22/24,5656.2,24142,Toyota Camry,Strategy stand fine director material.,Lake Russellmouth,3,0
5db4e5da-fec2-4569-9a98-46140aad7e93,Side mirror damaged while parked,4/24/25,1909.29,17166,Toyota Camry,Across dark become green.,North Crystalhaven,1,0
6479966e-91d0-4151-a343-bef8c1a51034,Photos do not match accident report,11/17/24,7628.72,41160,Kia Sorento,Federal rather race art person morning always keep.,Port Michaelfurt,1,1
5ff6cf0e-bc07-498a-9a28-42534d3e503f,Windshield cracked on highway,6/7/25,3570.3,96532,Hyundai Elantra,Rather bring result important.,Mckeeburgh,2,0
d6750db8-3cf7-43af-91e0-32221e83a142,Side mirror damaged while parked,3/26/25,3915.88,47278,Honda Civic,Situation important in time dark commercial.,Tiffanymouth,0,0
d653e26d-ba04-4e92-bf94-2c447ecd9071,Minor fender bender in parking lot,2/23/25,3644.43,82695,Volkswagen Jetta,Blue son system point major line entire.,Lake Marissatown,0,0
af2b8154-72f8-470a-bd42-35369db4e2df,Minor fender bender in parking lot,11/12/24,3311.53,54053,Honda Civic,Factor catch expect worker huge yard few.,Mariahaven,1,0
7e993640-1fb7-4e20-9d0b-58ccecf03c9d,Minor fender bender in parking lot,5/21/25,3669.96,21613,Kia Sorento,Under people call.,Port Andrea,4,0
55b1ab68-da27-491f-9121-596a1045c9cd,Minor fender bender in parking lot,3/25/25,2680.09,38906,Subaru Outback,Official race good join PM.,New Christopherbury,1,0
6c4d709b-8f7b-4a42-9aa4-670419435b45,Minor fender bender in parking lot,4/13/25,2348.26,78724,Subaru Outback,Subject official interesting traditional.,Lake Jamesfurt,0,0
b58583ad-c8f5-492d-8db3-d6bd1f482c81,Minor fender bender in parking lot,10/25/24,2536.24,76922,Kia Sorento,Charge improve one half feel young administration interview.,Jamesland,0,0
865f941b-85be-4a8f-abef-1ad44dd04244,Windshield cracked on highway,4/24/25,2719.69,26900,Chevrolet Malibu,Lawyer politics daughter actually guy adult.,Hayesbury,2,0
15e21a94-e21e-4654-9057-e4a6111e522c,Side mirror damaged while parked,10/12/24,2340.4,72685,Subaru Outback,Real cause policy recognize soldier cause.,Browntown,2,0
a75d517c-789a-46bf-8707-8f0084b2a429,Windshield cracked on highway,9/2/24,3123.43,54151,Volkswagen Jetta,Term expect step mother radio clearly.,Lake Carolineborough,3,0
8ae35a5c-b3a2-488f-a9b5-e951bad60f25,Tire blowout on freeway,11/16/24,4598.22,42403,Nissan Altima,Figure organization development dinner think.,Sheltonbury,1,0
f75467d2-506b-485a-a2c1-e2e22f28a107,Side mirror damaged while parked,9/15/24,2331.75,63420,Kia Sorento,Officer also information alone when work.,West Nicholas,1,0
6671f8d1-d062-463b-8b8f-21b5547c8162,Rear-ended at traffic light,4/29/25,5180.08,99687,Nissan Altima,Bag phone ask yard what prove shoulder general.,Antoniomouth,0,0
d16ad7a2-8fb4-4f39-a6f1-349a4506258a,Minor fender bender in parking lot,1/9/25,1490.83,12612,Chevrolet Malibu,Data guess far short night.,Brittanyhaven,0,0
0f026c1e-7622-4839-9f46-2db102eeb148,Side mirror damaged while parked,2/10/25,1423.63,28857,Volkswagen Jetta,Writer rock billion economy.,Port Karen,0,0
f3e0316a-fc40-4b6f-97bd-c53ffb992b01,Photos do not match accident report,8/8/24,5099.48,93148,Hyundai Elantra,Action nothing not defense few.,Guerreroberg,1,1
301d6999-ed28-4cc4-8e54-d7bb0d217f52,Duplicate claim detected,2/3/25,6188.91,48895,BMW 3 Series,Whose we citizen bed.,West Lindaville,1,1
15c5a30d-1a95-47ad-8c20-f835f7b2d0d9,Side mirror damaged while parked,2/12/25,6464.58,45273,Chevrolet Malibu,Get someone admit believe.,Lake Adam,0,0
c3723993-ca57-44ca-abb7-a82509abd90a,Photos do not match accident report,6/25/25,7004.15,77362,BMW 3 Series,Past ground make former.,Faulknerfurt,0,1
90d6bcb0-7423-4058-92e8-9e3aaa12b160,Vehicle not at the scene,2/4/25,9750.65,36824,Honda Civic,Western design identify rather attorney direction course.,Port Christieberg,1,1
3da8ac48-6ab4-42a2-9a3e-3277eb51b00a,Minor fender bender in parking lot,10/21/24,5431.66,44028,Kia Sorento,Trouble blood night piece institution soon source.,Alexisside,0,0
9c9f1d9a-cf3a-4933-96da-47f030134267,Tire blowout on freeway,5/15/25,2043.92,62105,Hyundai Elantra,Mrs peace new.,Boothfurt,0,0
57365cdf-90c1-4b7e-9534-a3152fd1775a,Claim for previous damage,7/13/25,9783.52,54897,Chevrolet Malibu,On garden process up wide outside water.,Trevorfort,3,1
614d5a20-63d3-473c-ad4d-85f61174d2b6,Minor fender bender in parking lot,3/4/25,4193.86,23247,Chevrolet Malibu,Assume task fast lose clear.,North Kathrynborough,0,0
9a4a7864-6b14-4ebc-98e7-8d0eb538bbca,Windshield cracked on highway,10/4/24,4572.8,33663,Ford F-150,Sister fast camera position sit medical toward.,West Tonyport,0,0
34c1aa3b-be74-4145-91ef-40f5b43c7d7b,Rear-ended at traffic light,4/13/25,6536.06,59585,Toyota Camry,Wife never hospital little similar foot.,Tiffanyland,1,0
b03f45c9-15e1-4ac7-9f9e-01af411a01e0,Windshield cracked on highway,5/9/25,4406.76,95147,BMW 3 Series,Community wish share technology pretty help range.,New Colebury,0,0
7cec91d3-184f-4f0f-bf45-afd30c38fa8e,Tire blowout on freeway,12/8/24,3428.8,58812,Honda Civic,Rise woman consider couple.,Dustinstad,1,0
7d87a5e7-95ef-4144-9210-75bfe75d319e,Side mirror damaged while parked,7/27/24,3501.69,62369,Subaru Outback,Save house physical change tough hard.,Dominicburgh,1,0
887fdd80-8757-4faf-983f-27ce8f800153,Tire blowout on freeway,1/2/25,2950.31,99676,Chevrolet Malibu,Sign feeling without anyone.,Port Dakotaview,0,0
32de3bf7-bb48-42b4-a699-c59bb30716fd,Side mirror damaged while parked,7/24/25,5691.84,96214,BMW 3 Series,Good meet how teach.,Port Victoria,1,0
7226d093-0b1c-49ba-bf4b-3038d5a628e5,Side mirror damaged while parked,1/11/25,200,38423,Chevrolet Malibu,Space relate free agent mean against.,West Kristina,2,0
84547cbd-6851-4ac3-94bd-6bb81584e36c,Windshield cracked on highway,6/19/25,1694.67,21102,Toyota Camry,Two catch notice.,Lake Heather,1,0
8c8a9d5d-4f20-4a7b-a04f-47f1c0ecc2d8,Rear-ended at traffic light,11/30/24,3885.98,65031,Subaru Outback,Conference party yet rock authority table human health.,South Danielleberg,4,0
32b44fa3-95b1-4129-9b3d-18b18a0491ac,Windshield cracked on highway,6/4/25,4663.06,57073,Ford F-150,Tend professor though.,Debbieton,2,0
82b50980-4f1d-4a95-8c89-d825acfdd49f,Tire blowout on freeway,1/1/25,2749.32,95104,BMW 3 Series,Now country voice administration drug national of PM.,Port Joelburgh,0,0
80debc77-1da7-4682-a91d-65542d97352b,Rear-ended at traffic light,9/7/24,3220.07,27150,Kia Sorento,Despite program item woman model.,South Adrianfort,0,0
58aa3793-8a53-402d-94b7-e635bc876591,Windshield cracked on highway,5/10/25,3043.12,75695,Honda Civic,Rock minute form rest yes.,East Henry,0,0
762c53d1-58a1-4ef5-a5aa-0b7fa3377f2e,Side mirror damaged while parked,11/29/24,4917.68,64118,Ford F-150,Local if usually.,Natalieport,3,0
fe8baeb1-cdae-4f56-bb65-37723dc8545b,Side mirror damaged while parked,6/1/25,5242.7,20805,Kia Sorento,Toward spring approach book close mean indicate half.,Blairstad,0,0
b047abad-fa5d-43fa-bc19-9aa4d2aa84b5,Tire blowout on freeway,2/25/25,3320.45,77623,Volkswagen Jetta,Table speak dark air cold today young.,South Graceville,2,0
56af9683-bbd5-4df7-ac99-a999011b323a,Minor fender bender in parking lot,2/2/25,3263.32,42991,BMW 3 Series,Mr reality its role several big.,North Megan,0,0
c9d5d6d9-ab21-4f92-905c-e5bc2b1bd36c,Tire blowout on freeway,2/8/25,3612.77,88908,Kia Sorento,Along have consumer sing majority last reason.,Teresaland,1,0
bbed8047-e121-447d-b424-cec3732ec085,Side mirror damaged while parked,1/26/25,4792.57,83705,Kia Sorento,Price reflect pretty word remain woman pass.,North Johnathanside,0,0
1f91ebed-4ac9-4ac5-992d-52d0ab987d7f,Side mirror damaged while parked,1/21/25,715.22,76412,Ford F-150,Share boy one plan hard pass market.,South Brettberg,3,0
c9dafca4-da83-41c8-bd22-2d34a327c997,Side mirror damaged while parked,4/2/25,2803.44,14598,BMW 3 Series,Write improve suffer day card show.,Marieport,2,0
2afc8135-a970-4db6-a421-01041f234891,Minor fender bender in parking lot,9/18/24,200,78943,Chevrolet Malibu,Foot senior actually accept next huge sea.,West Colinville,2,0
247acd25-624b-41fc-bd69-ef442ae7625a,Minor fender bender in parking lot,10/28/24,3972.95,12725,Kia Sorento,Size he could service accept remain current.,Port Barbara,0,0
310af4a3-316c-4d83-954d-7ee53cbb5ca8,Side mirror damaged while parked,10/13/24,4480.96,54456,Chevrolet Malibu,Feeling with suggest trouble.,New Thomasport,2,0
ade4f409-60f7-4895-b9d8-b0417c51a9d8,Exaggerated injury report,10/26/24,7666.38,57044,BMW 3 Series,Bit ability both party action bar attention.,Port Rhondafurt,2,1
0995f855-cf1f-4abd-b2ca-33f1675159cf,Rear-ended at traffic light,8/18/24,1279.56,19254,Nissan Altima,Discover pretty leave little do college north.,Griffinmouth,0,0
cc64e63d-d0fd-42a8-9b49-7b3e96197029,Vehicle not at the scene,3/15/25,9346.83,80596,Nissan Altima,Hot hundred fear during.,Lake Darrylton,0,1
348a9bfa-e4fe-4c90-a6f8-162b09b45448,Minor fender bender in parking lot,5/10/25,2690.15,65253,Hyundai Elantra,Wide radio war more per away positive evidence.,North Amanda,0,0
b49a875d-b8a9-4a35-9c4c-2c6122908d57,Tire blowout on freeway,8/18/24,4425.75,25836,Honda Civic,Better performance order force environmental.,Lake Jerryfort,2,0
5cc10797-b748-425e-bc6b-5ba2650f5d9d,Windshield cracked on highway,9/9/24,2485.54,27163,Ford F-150,Side subject city power data establish billion her.,Ibarraland,4,0
61a9ddc4-d568-407a-bc49-fbb576fe611a,Windshield cracked on highway,4/22/25,4873.8,24558,Subaru Outback,Available own rule however each fund.,Andrewfort,1,0
aec8d6fd-12b5-425a-8670-36b31ba89dd4,Windshield cracked on highway,3/15/25,3737.11,91784,Chevrolet Malibu,Stop some agree yourself.,Port Aprilport,1,0
d3493f59-7678-4152-9640-255cbf70c420,Rear-ended at traffic light,8/5/24,1888.75,57849,Subaru Outback,Believe my indeed support move.,Woodmouth,1,0
fce59fee-8846-4ac9-a79b-4e955a0f5b4c,Side mirror damaged while parked,4/25/25,2978.57,55680,Hyundai Elantra,Usually from various us.,East Christy,0,0
34ebdb78-2385-4805-9db0-bb205b485cba,Tire blowout on freeway,1/19/25,2321.54,61128,BMW 3 Series,Mrs short short young right care guy.,Nelsonfurt,1,0
a5a9ce5c-cfbd-4d45-9448-e4c729493fca,Side mirror damaged while parked,5/5/25,200,65624,Toyota Camry,Strategy success gun keep measure close.,Rodneyfort,2,0
b10f772e-f559-4e7d-bcef-64783107d476,Windshield cracked on highway,1/26/25,2605.02,46000,Subaru Outback,Class support sound soldier.,Patrickstad,1,0
3f540c89-14f1-49d0-ac45-578ef4418d68,Side mirror damaged while parked,3/4/25,2395.07,20649,Volkswagen Jetta,Join to picture their measure around expect fear.,West Brittney,2,0
b9655136-09c9-4950-8c9c-e4a0b6e3fc52,Rear-ended at traffic light,6/24/25,3312.57,48526,Volkswagen Jetta,Site total something almost take.,Yangburgh,0,0
7717d72d-3592-42c5-aee6-87a8f36e8f36,Side mirror damaged while parked,10/12/24,200,77448,BMW 3 Series,Hit a wife network too nation.,Jamieberg,0,0
70797cec-9297-4b7a-8436-d4f9e176dead,Rear-ended at traffic light,2/7/25,1497.57,19189,Hyundai Elantra,Resource medical hard method person.,Zacharybury,2,0
21389f02-254c-4b93-8673-5d5bc2f7a643,Minor fender bender in parking lot,1/17/25,2578.35,90879,Subaru Outback,Pressure child movement plant sell fear.,Port Kaylee,0,0
f7211296-36e4-4f9f-a309-ed181d2f6ff9,Side mirror damaged while parked,9/20/24,5099.03,39733,Kia Sorento,Design station sure fish guy ahead.,Mendeztown,0,0
42f95cb5-fc63-4dbe-94d5-faf767516441,Photos do not match accident report,1/3/25,9386.95,31708,Volkswagen Jetta,Establish area offer tax glass blue share.,Lake Matthewland,0,1
fff9eb02-c51b-47b9-8726-d2c02aeaa518,Windshield cracked on highway,12/24/24,4047.33,70439,BMW 3 Series,Product new the several generation.,Thomasland,2,0
e36c0457-8002-47fd-99a6-0dacb066aa2d,Windshield cracked on highway,6/18/25,3590.23,18196,Nissan Altima,Movement gas plan tonight business ever since.,Griffinview,0,0
d56ccad4-c280-4ffb-8152-f8a42659de1e,Side mirror damaged while parked,12/16/24,4976.09,52017,BMW 3 Series,Moment offer election himself.,Kyliechester,1,0
7ad66ca0-aa4c-4831-8e22-46cd623355bc,Rear-ended at traffic light,6/17/25,3296.4,73051,Subaru Outback,Pass hand economy yeah although pattern.,West Crystal,1,0
34267503-4384-457c-9892-271ffeacf026,Minor fender bender in parking lot,6/21/25,2022.87,94419,Subaru Outback,Rather citizen side certainly education southern.,Lake Susan,1,0
345bde4e-c848-4c6e-b45d-2fc24c9bfb88,Vehicle not at the scene,4/18/25,7274.17,78313,BMW 3 Series,Draw so north mission huge before box.,New Roberthaven,0,1
0d92fac7-4f6e-46ce-b72a-15fb5665d280,Windshield cracked on highway,7/11/25,3928.03,85323,Volkswagen Jetta,Author method success position age exist apply.,Huberside,1,0
99ff8dc8-955e-44fd-ab4a-2b758541b9dc,Tire blowout on freeway,11/16/24,4693.99,48016,Toyota Camry,Company usually campaign against today heart win during.,Heatherstad,0,0
07d2b9a1-4653-4278-8140-3151445b49eb,Duplicate claim detected,4/23/25,8057.01,11013,Volkswagen Jetta,Bed who south Congress camera.,East Alexandrafort,0,1
cc2c6623-9503-40e1-babd-5846ca61a65d,Tire blowout on freeway,3/13/25,3180.05,13637,Toyota Camry,Standard even site physical under rock on.,Andrewshire,0,0
f63be51d-8fd0-4cc9-b532-100928f54613,Rear-ended at traffic light,7/13/25,2613.94,94308,Subaru Outback,Shoulder fight when minute eye rise.,Dannyhaven,3,0
4ea67606-9a55-4e61-a58a-8d3b129fa22e,Windshield cracked on highway,4/13/25,497.12,33926,BMW 3 Series,Project billion mouth ability building.,Wrightbury,1,0
46a5d4c9-bdbc-490b-ad53-6834b304885b,Windshield cracked on highway,3/31/25,3336.68,34473,Toyota Camry,Part audience country fall last high.,Lake Judithberg,1,0
40a6f96d-83c9-4971-817c-e8a072bbe904,Minor fender bender in parking lot,3/28/25,4570.65,28408,Subaru Outback,Call brother theory event analysis bag research.,Brendahaven,2,0
4562aa66-3392-42d2-b6d0-8999f5b33d21,Minor fender bender in parking lot,4/8/25,4200.75,83323,Chevrolet Malibu,Coach upon company grow detail range recognize.,Lake Patricia,0,0
1736334e-e488-45c3-93f9-4db042176bbc,Side mirror damaged while parked,7/18/25,3268.91,76949,Hyundai Elantra,Choice production itself.,Andreafort,2,0
9a915fd4-584e-434e-8371-4d54a3f81cc1,Minor fender bender in parking lot,5/28/25,3485.7,97497,Subaru Outback,Worry everything power party moment a his that.,North Ana,1,0
8cb37b33-a67d-4923-890d-9149f7436a6e,Minor fender bender in parking lot,10/20/24,2562.77,59665,Subaru Outback,Almost away individual affect not.,Port Victoria,1,0
735d9823-52c3-4d66-bd60-dcf46c41687f,Minor fender bender in parking lot,8/15/24,1266.65,78488,Honda Civic,Pretty affect edge debate front be.,West Catherine,2,0
fd2d24d0-e9b5-4b71-92aa-a026ffb8fa3b,Side mirror damaged while parked,11/10/24,3478.84,68122,Toyota Camry,Cause chair join development understand.,North Teresaview,0,0
4f809aea-4f84-4006-9711-1df32f5fe26a,Tire blowout on freeway,1/21/25,666.15,18334,Toyota Camry,Education source thought thing into fact early.,Lake John,0,0
a808f7d1-656b-4ea0-9a7a-6d02c369833c,Minor fender bender in parking lot,12/5/24,2591.41,85972,Chevrolet Malibu,Scientist win dark ball.,Jonesshire,1,0
01055067-7cac-4696-8cd5-0c827a9b7049,Rear-ended at traffic light,12/29/24,665.13,76069,Toyota Camry,Front fly pay.,West Cynthia,2,0
80270a84-3ebb-45fd-ac6d-251066b369bc,Rear-ended at traffic light,1/29/25,2357.83,47864,Chevrolet Malibu,Us a quickly lose though structure.,New Lauren,0,0
d9486dc1-4f0b-4bef-acee-1db42bb12ccd,Windshield cracked on highway,8/4/24,2517.55,43035,Toyota Camry,Tree investment significant direction machine old run.,Reedshire,3,0
d1b30a87-fafb-48e0-82fb-8bc7344c1a70,Tire blowout on freeway,3/15/25,6115.12,76178,Ford F-150,Run people mouth.,West Shawn,0,0
73847964-a299-4828-bfa3-1996d0ced208,Windshield cracked on highway,7/28/24,3072.58,40997,Ford F-150,Could scientist inside upon his.,Millerberg,1,0
5f52069e-326d-4b98-9507-02cff70c2867,Side mirror damaged while parked,7/16/25,1968.68,43968,Honda Civic,Model among material key.,West Tammychester,2,0
